FlightNumber,Year,Month,DayofMonth,DayOfWeek,ScheduledDepTime,ScheduledArrTime,ScheduledTravelTime,Origin,Destination,Distance,WeatherStationID,GroundHeight,StationHeight,BarometerHeight,Latitude,Longitude,Origin_TimeZone,Destination_TimeZone,ScheduledDepDate,ScheduledDepTimeStamp,Diff_TimeZone,ScheduledArrivalTimestamp,ScheduledArrivalTimestamp1,YearMonthDay,Time,SkyConditions,Visibility,DBT,DewPointTemp,RelativeHumidityPercent,WindSpeed,WindDirection,WindGustValue,StationPressure,HourlyPrecip,Timestamp,dest_YearMonthDay,dest_Time,dest_SkyConditions,dest_Visibility,dest_DBT,dest_DewPointTemp,dest_RelativeHumidityPercent,dest_WindSpeed,dest_WindDirection,dest_WindGustValue,dest_StationPressure,dest_HourlyPrecip,dest_Timestamp
HOU_LAS_85990,2005,11,15,2,16:20,17:45,205,HOU,LAS,1235,12918,45,47,48,29.39,-95.17,+6,+8,15-11-2005,2005-11-15 16:20:00,-120,2005-11-15 17:45:00,15-11-2005 17:45,15-11-2005,09:53,SCT015 BKN060 BKN130 OVC250,10SM,79.0,73.0,82.0,11.0,210,0.0,29.88,0.0,2005-11-15 09:53:00,15-11-2005,09:53,SCT015 BKN060 BKN130 OVC250,10SM,79.0,73.0,82.0,11.0,210,0.0,29.88,0.0,2005-11-15 09:53:00
PSC_SLC_77480,2005,9,13,2,05:10,07:40,90,PSC,SLC,521,24163,398,402,401,46.16,-119.07,+8,+7,13-9-2005,2005-09-13 05:10:00,60,2005-09-13 07:40:00,13-09-2005 07:40,13-09-2005,00:53,FEW100,10SM,54.0,49.0,83.0,0.0,000,0.0,29.6,0.0,2005-09-13 00:53:00,13-09-2005,06:53,CLR,10SM,54.0,51.0,90.0,0.0,000,0.0,29.65,0.0,2005-09-13 06:53:00
IAH_IAD_70493,2005,7,17,7,13:00,17:13,193,IAH,IAD,1190,12960,118,108,121,29.59,-95.22,+6,+5,17-7-2005,2005-07-17 13:00:00,60,2005-07-17 17:13:00,17-07-2005 17:13,17-07-2005,09:53,SCT024TCU SCT130 BKN250,10SM,86.0,76.0,72.0,8.0,180,0.0,29.91,0.0,2005-07-17 09:53:00,17-07-2005,09:53,SCT024TCU SCT130 BKN250,10SM,86.0,76.0,72.0,8.0,180,0.0,29.91,0.0,2005-07-17 09:53:00
DFW_TYS_58062,2005,9,12,1,13:56,17:03,127,DFW,TYS,772,3927,559,596,562,32.54,-97.02,+6,+5,12-9-2005,2005-09-12 13:56:00,60,2005-09-12 17:03:00,12-09-2005 17:03,12-09-2005,09:53,SCT023 BKN036 OVC050,10SM,83.0,69.0,63.0,10.0,190,0.0,29.49,0.0,2005-09-12 09:53:00,12-09-2005,09:53,SCT023 BKN036 OVC050,10SM,83.0,69.0,63.0,10.0,190,0.0,29.49,0.0,2005-09-12 09:53:00
IAH_HSV_68757,2005,9,6,2,10:30,12:24,114,IAH,HSV,595,12960,118,108,121,29.59,-95.22,+6,+6,6-9-2005,2005-09-06 10:30:00,0,2005-09-06 12:24:00,06-09-2005 12:24,06-09-2005,09:53,FEW035,8SM,85.0,70.0,61.0,11.0,080,0.0,30.0,0.0,2005-09-06 09:53:00,06-09-2005,09:53,FEW035,8SM,85.0,70.0,61.0,11.0,080,0.0,30.0,0.0,2005-09-06 09:53:00
ABQ_LAX_76719,2005,11,27,7,17:45,18:50,125,ABQ,LAX,677,23050,5305,5314,5308,35.02,-106.37,+7,+8,27-11-2005,2005-11-27 17:45:00,-60,2005-11-27 18:50:00,27-11-2005 18:50,27-11-2005,09:56,FEW045 SCT090,10SM,34.0,8.0,34.0,14.0,310,22.0,24.45,0.0,2005-11-27 09:56:00,27-11-2005,09:56,FEW045 SCT090,10SM,34.0,8.0,34.0,14.0,310,22.0,24.45,0.0,2005-11-27 09:56:00
SFO_ATL_76409,2005,11,26,6,10:45,18:25,280,SFO,ATL,2139,23234,86,18,89,37.37,-122.24,+8,+5,26-11-2005,2005-11-26 10:45:00,180,2005-11-26 18:25:00,26-11-2005 18:25,26-11-2005,09:56,FEW020,10SM,54.0,36.0,51.0,5.0,VRB,0.0,30.22,0.0,2005-11-26 09:56:00,26-11-2005,09:56,FEW020,10SM,54.0,36.0,51.0,5.0,VRB,0.0,30.22,0.0,2005-11-26 09:56:00
LAS_SEA_103909,2005,9,4,7,14:26,17:00,154,LAS,SEA,866,23169,2127,2180,2091,36.05,-115.1,+8,+8,4-9-2005,2005-09-04 14:26:00,0,2005-09-04 17:00:00,04-09-2005 17:00,04-09-2005,09:56,FEW100,10SM,94.0,36.0,13.0,10.0,190,0.0,27.76,0.0,2005-09-04 09:56:00,04-09-2005,09:56,FEW100,10SM,94.0,36.0,13.0,10.0,190,0.0,27.76,0.0,2005-09-04 09:56:00
SFO_LAX_71372,2005,7,26,2,15:49,17:11,82,SFO,LAX,337,23234,86,18,89,37.37,-122.24,+8,+8,26-7-2005,2005-07-26 15:49:00,0,2005-07-26 17:11:00,26-07-2005 17:11,26-07-2005,09:56,CLR,8SM,68.0,58.0,70.0,6.0,010,0.0,29.83,0.0,2005-07-26 09:56:00,26-07-2005,09:56,CLR,8SM,68.0,58.0,70.0,6.0,010,0.0,29.83,0.0,2005-07-26 09:56:00
MFR_SLC_59375,2005,7,7,4,13:20,15:55,95,MFR,SLC,575,24225,1301,1329,1304,42.23,-122.52,+8,+7,7-7-2005,2005-07-07 13:20:00,60,2005-07-07 15:55:00,07-07-2005 15:55,07-07-2005,09:53,OVC028,10SM,67.0,53.0,61.0,6.0,290,0.0,28.63,0.0,2005-07-07 09:53:00,07-07-2005,09:53,OVC028,10SM,67.0,53.0,61.0,6.0,290,0.0,28.63,0.0,2005-07-07 09:53:00
FWA_ATL_82867,2005,9,30,5,06:03,08:55,112,FWA,ATL,508,14827,803,828,806,41.01,-85.13,+5,+5,30-9-2005,2005-09-30 06:03:00,0,2005-09-30 07:55:00,30-09-2005 08:55,30-09-2005,05:54,CLR,10SM,39.0,36.0,89.0,3.0,180,0.0,29.29,0.0,2005-09-30 05:54:00,30-09-2005,08:54,FEW250,10SM,53.0,44.0,72.0,6.0,190,0.0,29.31,0.0,2005-09-30 08:54:00
PIT_RSW_75995,2005,9,29,4,09:15,11:45,150,PIT,RSW,966,94823,1172,1203,1175,40.3,-80.14,+5,+5,29-9-2005,2005-09-29 09:15:00,0,2005-09-29 11:45:00,29-09-2005 11:45,29-09-2005,08:51,SCT023 BKN030 BKN070,10SM,56.0,49.0,77.0,17.0,280,0.0,28.72,0.0,2005-09-29 08:51:00,29-09-2005,09:51,SCT025 BKN034 BKN048,10SM,54.0,48.0,80.0,13.0,270,0.0,28.75,0.0,2005-09-29 09:51:00
BWI_BOS_96406,2005,7,27,3,08:18,09:38,80,BWI,BOS,370,93721,193,155,196,39.1,-76.41,+5,+5,27-7-2005,2005-07-27 08:18:00,0,2005-07-27 09:38:00,27-07-2005 09:38,27-07-2005,07:54,CLR,5SM,87.0,75.0,67.0,6.0,250,0.0,29.62,0.0,2005-07-27 07:54:00,27-07-2005,08:54,CLR,6SM,90.0,74.0,59.0,6.0,240,0.0,29.6,0.0,2005-07-27 08:54:00
BDL_MCO_79319,2005,11,24,4,07:30,10:35,185,BDL,MCO,1050,14740,162,179,165,41.56,-72.41,+5,+5,24-11-2005,2005-11-24 07:30:00,0,2005-11-24 10:35:00,24-11-2005 10:35,24-11-2005,07:19,OVC015,0.75SM,,,,7.0,010,0.0,,,2005-11-24 07:19:00,24-11-2005,09:51,OVC013,0.75SM,26.0,25.0,96.0,0.0,000,0.0,29.11,0.02,2005-11-24 09:51:00
TPA_HSV_82967,2005,7,12,2,14:30,15:10,100,TPA,HSV,523,12842,8,11,40,27.58,-82.32,+5,+6,12-7-2005,2005-07-12 14:30:00,-60,2005-07-12 15:10:00,12-07-2005 15:10,12-07-2005,09:53,FEW023 SCT130 BKN250,10SM,87.0,74.0,65.0,3.0,170,0.0,30.1,0.0,2005-07-12 09:53:00,12-07-2005,09:53,FEW023 SCT130 BKN250,10SM,87.0,74.0,65.0,3.0,170,0.0,30.1,0.0,2005-07-12 09:53:00
MDW_LAX_67423,2005,7,30,6,13:35,15:50,255,MDW,LAX,1750,14819,616,618,619,41.47,-87.45,+6,+8,30-7-2005,2005-07-30 13:35:00,-120,2005-07-30 15:50:00,30-07-2005 15:50,30-07-2005,09:53,FEW015 SCT050,10SM,80.0,56.0,44.0,4.0,VRB,0.0,29.62,0.0,2005-07-30 09:53:00,30-07-2005,09:53,FEW015 SCT050,10SM,80.0,56.0,44.0,4.0,VRB,0.0,29.62,0.0,2005-07-30 09:53:00
SLC_TUL_57258,2005,9,21,3,16:30,19:56,146,SLC,TUL,926,24127,4221,4227,4224,40.47,-111.58,+7,+6,21-9-2005,2005-09-21 16:30:00,60,2005-09-21 19:56:00,21-09-2005 19:56,21-09-2005,09:56,FEW030 BKN090 BKN130,10SM,65.0,54.0,68.0,11.0,160,0.0,25.81,0.0,2005-09-21 09:56:00,21-09-2005,09:56,FEW030 BKN090 BKN130,10SM,65.0,54.0,68.0,11.0,160,0.0,25.81,0.0,2005-09-21 09:56:00
BWI_MCO_99392,2005,9,30,5,16:10,18:20,130,BWI,MCO,787,93721,193,155,196,39.1,-76.41,+5,+5,30-9-2005,2005-09-30 16:10:00,0,2005-09-30 18:20:00,30-09-2005 18:20,30-09-2005,09:54,FEW150 SCT250,10SM,63.0,36.0,37.0,5.0,VRB,0.0,30.03,0.0,2005-09-30 09:54:00,30-09-2005,09:54,FEW150 SCT250,10SM,63.0,36.0,37.0,5.0,VRB,0.0,30.03,0.0,2005-09-30 09:54:00
ORF_EWR_95350,2005,7,11,1,06:50,08:08,78,ORF,EWR,284,13737,66,30,69,36.54,-76.11,+5,+5,11-7-2005,2005-07-11 06:50:00,0,2005-07-11 08:08:00,11-07-2005 08:08,11-07-2005,05:51,FEW085,4SM,75.0,73.0,94.0,3.0,200,0.0,30.04,0.0,2005-07-11 05:51:00,11-07-2005,07:51,FEW100,5SM,79.0,75.0,88.0,3.0,270,0.0,30.04,0.0,2005-07-11 07:51:00
ABE_ATL_85116,2005,11,8,2,17:20,19:30,130,ABE,ATL,692,14737,375,385,378,40.39,-75.27,+5,+5,8-11-2005,2005-11-08 17:20:00,0,2005-11-08 19:30:00,08-11-2005 19:30,08-11-2005,09:51,CLR,10SM,55.0,37.0,51.0,0.0,000,0.0,29.69,0.0,2005-11-08 09:51:00,08-11-2005,09:51,CLR,10SM,55.0,37.0,51.0,0.0,000,0.0,29.69,0.0,2005-11-08 09:51:00
ONT_ATL_60563,2005,3,24,4,13:00,20:00,240,ONT,ATL,1900,3102,901,905,904,34.04,-117.36,+8,+5,24-3-2005,2005-03-24 13:00:00,180,2005-03-24 20:00:00,24-03-2005 20:00,24-03-2005,09:53,SCT027 BKN090 OVC150,10SM,55.0,42.0,62.0,4.0,VRB,0.0,29.07,0.0,2005-03-24 09:53:00,24-03-2005,09:53,SCT027 BKN090 OVC150,10SM,55.0,42.0,62.0,4.0,VRB,0.0,29.07,0.0,2005-03-24 09:53:00
MCI_ORD_77434,2005,11,23,3,07:22,08:45,83,MCI,ORD,403,3947,1005,1025,1008,39.18,-94.43,+6,+6,23-11-2005,2005-11-23 07:22:00,0,2005-11-23 08:45:00,23-11-2005 08:45,23-11-2005,06:53,FEW150 SCT250,10SM,48.0,31.0,52.0,10.0,260,0.0,28.59,0.0,2005-11-23 06:53:00,23-11-2005,07:53,SCT150 BKN250,10SM,50.0,31.0,48.0,10.0,260,0.0,28.6,0.0,2005-11-23 07:53:00
IAH_DFW_57600,2005,7,27,3,13:10,14:35,85,IAH,DFW,224,12960,118,108,121,29.59,-95.22,+6,+6,27-7-2005,2005-07-27 13:10:00,0,2005-07-27 14:35:00,27-07-2005 14:35,27-07-2005,09:53,BKN022 BKN250,10SM,84.0,73.0,70.0,5.0,300,0.0,29.89,0.0,2005-07-27 09:53:00,27-07-2005,09:53,BKN022 BKN250,10SM,84.0,73.0,70.0,5.0,300,0.0,29.89,0.0,2005-07-27 09:53:00
OMA_STL_102090,2005,9,4,7,15:25,16:30,65,OMA,STL,342,14942,1025,982,1028,41.19,-95.54,+6,+6,4-9-2005,2005-09-04 15:25:00,0,2005-09-04 16:30:00,04-09-2005 16:30,04-09-2005,09:52,CLR,10SM,82.0,68.0,63.0,8.0,150,0.0,29.04,0.0,2005-09-04 09:52:00,04-09-2005,09:52,CLR,10SM,82.0,68.0,63.0,8.0,150,0.0,29.04,0.0,2005-09-04 09:52:00
SJC_SAN_91146,2005,9,11,7,14:15,15:35,80,SJC,SAN,417,23293,87,50,90,37.22,-121.56,+8,+8,11-9-2005,2005-09-11 14:15:00,0,2005-09-11 15:35:00,11-09-2005 15:35,11-09-2005,09:53,SCT035,10SM,66.0,49.0,54.0,5.0,VRB,0.0,29.93,0.0,2005-09-11 09:53:00,11-09-2005,09:53,SCT035,10SM,66.0,49.0,54.0,5.0,VRB,0.0,29.93,0.0,2005-09-11 09:53:00
DFW_CLE_99914,2005,7,30,6,12:41,16:20,159,DFW,CLE,1021,3927,559,596,562,32.54,-97.02,+6,+5,30-7-2005,2005-07-30 12:41:00,60,2005-07-30 16:20:00,30-07-2005 16:20,30-07-2005,09:53,CLR,10SM,88.0,62.0,42.0,7.0,170,0.0,29.57,0.0,2005-07-30 09:53:00,30-07-2005,09:53,CLR,10SM,88.0,62.0,42.0,7.0,170,0.0,29.57,0.0,2005-07-30 09:53:00
ABQ_MSP_63182,2005,7,23,6,14:10,17:48,158,ABQ,MSP,981,23050,5305,5314,5308,35.02,-106.37,+7,+6,23-7-2005,2005-07-23 14:10:00,60,2005-07-23 17:48:00,23-07-2005 17:48,23-07-2005,09:56,FEW070 SCT120 BKN200,10SM,81.0,54.0,39.0,6.0,220,0.0,24.94,0.0,2005-07-23 09:56:00,23-07-2005,09:56,FEW070 SCT120 BKN200,10SM,81.0,54.0,39.0,6.0,220,0.0,24.94,0.0,2005-07-23 09:56:00
ACV_SFO_64369,2005,11,15,2,13:50,15:04,74,ACV,SFO,250,24283,222,210,225,40.59,-124.07,+8,+8,15-11-2005,2005-11-15 13:50:00,0,2005-11-15 15:04:00,15-11-2005 15:04,15-11-2005,09:53,CLR,10SM,53.0,49.0,86.0,3.0,170,0.0,30.08,0.0,2005-11-15 09:53:00,15-11-2005,09:53,CLR,10SM,53.0,49.0,86.0,3.0,170,0.0,30.08,0.0,2005-11-15 09:53:00
IAD_ORD_73821,2005,3,4,5,10:50,11:52,122,IAD,ORD,589,93738,306,323,309,38.56,-77.27,+5,+6,4-3-2005,2005-03-04 10:50:00,-60,2005-03-04 11:52:00,04-03-2005 11:52,04-03-2005,09:51,FEW050,10SM,31.0,11.0,43.0,3.0,350,0.0,29.76,0.0,2005-03-04 09:51:00,04-03-2005,09:51,FEW050,10SM,31.0,11.0,43.0,3.0,350,0.0,29.76,0.0,2005-03-04 09:51:00
MSP_RDU_89609,2005,9,17,6,07:24,10:55,151,MSP,RDU,981,14922,871,838,874,44.53,-93.14,+6,+5,17-9-2005,2005-09-17 07:24:00,60,2005-09-17 10:55:00,17-09-2005 10:55,17-09-2005,06:53,FEW140 SCT180 SCT250,10SM,57.0,50.0,78.0,6.0,140,0.0,29.09,0.0,2005-09-17 06:53:00,17-09-2005,09:53,SCT140 SCT170 BKN250,10SM,68.0,53.0,59.0,14.0,170,0.0,29.09,0.0,2005-09-17 09:53:00
CLE_ORD_81780,2005,9,12,1,12:35,12:58,83,CLE,ORD,316,14820,802,805,805,41.24,-81.51,+5,+6,12-9-2005,2005-09-12 12:35:00,-60,2005-09-12 12:58:00,12-09-2005 12:58,12-09-2005,09:51,CLR,7SM,76.0,60.0,58.0,5.0,210,0.0,29.34,0.0,2005-09-12 09:51:00,12-09-2005,09:51,CLR,7SM,76.0,60.0,58.0,5.0,210,0.0,29.34,0.0,2005-09-12 09:51:00
MEM_MCI_77279,2005,11,20,7,14:45,16:08,83,MEM,MCI,392,13893,283,332,286,35.04,-89.59,+6,+6,20-11-2005,2005-11-20 14:45:00,0,2005-11-20 16:08:00,20-11-2005 16:08,20-11-2005,09:53,FEW090 SCT110 SCT200,10SM,51.0,31.0,46.0,3.0,230,0.0,29.91,0.0,2005-11-20 09:53:00,20-11-2005,09:53,FEW090 SCT110 SCT200,10SM,51.0,31.0,46.0,3.0,230,0.0,29.91,0.0,2005-11-20 09:53:00
LGA_ORD_81692,2005,3,1,2,13:59,15:37,158,LGA,ORD,733,14732,36,31,39,40.47,-73.53,+5,+6,1-3-2005,2005-03-01 13:59:00,-60,2005-03-01 15:37:00,01-03-2005 15:37,01-03-2005,09:51,OVC016,6SM,30.0,25.0,82.0,0.0,000,0.0,29.38,,2005-03-01 09:51:00,01-03-2005,09:51,OVC016,6SM,30.0,25.0,82.0,0.0,000,0.0,29.38,,2005-03-01 09:51:00
PVD_PIT_85824,2005,9,18,7,17:40,19:18,98,PVD,PIT,467,14765,50,62,53,41.43,-71.26,+5,+5,18-9-2005,2005-09-18 17:40:00,0,2005-09-18 19:18:00,18-09-2005 19:18,18-09-2005,09:51,FEW022 SCT200,10SM,74.0,60.0,62.0,5.0,VRB,0.0,29.92,0.0,2005-09-18 09:51:00,18-09-2005,09:51,FEW022 SCT200,10SM,74.0,60.0,62.0,5.0,VRB,0.0,29.92,0.0,2005-09-18 09:51:00
BUF_DCA_90376,2005,11,26,6,06:30,07:40,70,BUF,DCA,296,14733,714,705,717,42.56,-78.44,+5,+5,26-11-2005,2005-11-26 06:30:00,0,2005-11-26 07:40:00,26-11-2005 07:40,26-11-2005,06:22,BKN026 OVC038,2.5SM,,,,7.0,150,0.0,,,2005-11-26 06:22:00,26-11-2005,06:54,FEW024 OVC080,3SM,21.0,18.0,88.0,7.0,150,0.0,29.4,0.01,2005-11-26 06:54:00
BOS_PHL_76891,2005,3,9,3,09:30,11:01,91,BOS,PHL,280,14739,19,30,180,42.22,-71.01,+5,+5,9-3-2005,2005-03-09 09:30:00,0,2005-03-09 11:01:00,09-03-2005 11:01,09-03-2005,08:54,SCT120,10SM,14.0,3.0,61.0,19.0,270,30.0,29.43,0.0,2005-03-09 08:54:00,09-03-2005,09:54,SCT120,10SM,16.0,4.0,59.0,26.0,260,32.0,29.46,0.0,2005-03-09 09:54:00
PNS_ATL_91696,2005,3,10,4,07:40,09:53,73,PNS,ATL,272,13899,124,118,127,30.28,-87.11,+6,+5,10-3-2005,2005-03-10 07:40:00,60,2005-03-10 09:53:00,10-03-2005 09:53,10-03-2005,06:53,CLR,10SM,44.0,39.0,83.0,13.0,330,0.0,29.85,0.0,2005-03-10 06:53:00,10-03-2005,09:53,CLR,10SM,52.0,37.0,57.0,5.0,050,0.0,29.9,0.0,2005-03-10 09:53:00
MEM_LGA_84957,2005,3,11,5,14:45,18:18,153,MEM,LGA,963,13893,283,332,286,35.04,-89.59,+6,+5,11-3-2005,2005-03-11 14:45:00,60,2005-03-11 18:18:00,11-03-2005 18:18,11-03-2005,09:53,BKN050,10SM,51.0,27.0,39.0,21.0,330,28.0,29.64,0.0,2005-03-11 09:53:00,11-03-2005,09:53,BKN050,10SM,51.0,27.0,39.0,21.0,330,28.0,29.64,0.0,2005-03-11 09:53:00
SYR_ATL_99824,2005,7,1,5,17:12,19:34,142,SYR,ATL,793,14771,414,417,417,43.07,-76.06,+5,+5,1-7-2005,2005-07-01 17:12:00,0,2005-07-01 19:34:00,01-07-2005 19:34,01-07-2005,09:54,SCT090 BKN150,10SM,86.0,64.0,48.0,9.0,260,0.0,29.25,0.0,2005-07-01 09:54:00,01-07-2005,09:54,SCT090 BKN150,10SM,86.0,64.0,48.0,9.0,260,0.0,29.25,0.0,2005-07-01 09:54:00
IAD_DTW_78836,2005,7,16,6,08:20,09:47,87,IAD,DTW,383,93738,306,323,309,38.56,-77.27,+5,+5,16-7-2005,2005-07-16 08:20:00,0,2005-07-16 09:47:00,16-07-2005 09:47,16-07-2005,08:17,OVC010,5SM,,,,0.0,000,0.0,,,2005-07-16 08:17:00,16-07-2005,09:39,BKN015 BKN250,5SM,,,,6.0,200,0.0,,,2005-07-16 09:39:00
CHO_CVG_96512,2005,9,25,7,12:35,14:00,85,CHO,CVG,342,93736,629,644,632,38.08,-78.27,+5,+5,25-9-2005,2005-09-25 12:35:00,0,2005-09-25 14:00:00,25-09-2005 14:00,25-09-2005,09:53,OVC004,2.5SM,66.0,64.0,93.0,0.0,000,0.0,29.6,0.0,2005-09-25 09:53:00,25-09-2005,09:53,OVC004,2.5SM,66.0,64.0,93.0,0.0,000,0.0,29.6,0.0,2005-09-25 09:53:00
DFW_HNL_67617,2005,11,12,6,10:00,14:24,504,DFW,HNL,3784,3927,559,596,562,32.54,-97.02,+6,+10,12-11-2005,2005-11-12 10:00:00,-240,2005-11-12 14:24:00,12-11-2005 14:24,12-11-2005,09:53,OVC043,10SM,74.0,64.0,71.0,16.0,180,24.0,29.29,0.0,2005-11-12 09:53:00,12-11-2005,09:53,OVC043,10SM,74.0,64.0,71.0,16.0,180,24.0,29.29,0.0,2005-11-12 09:53:00
PHL_CVG_67251,2005,3,8,2,09:50,11:52,122,PHL,CVG,507,13739,59,28,62,39.52,-75.14,+5,+5,8-3-2005,2005-03-08 09:50:00,0,2005-03-08 11:52:00,08-03-2005 11:52,08-03-2005,09:17,FEW017 BKN036 OVC042,6SM,,,,19,340,0.0,,,2005-03-08 09:17:00,08-03-2005,09:54,BKN014 OVC041,6SM,40.0,36.0,86.0,21,330,0.0,29.1,0.01,2005-03-08 09:54:00
ORD_PHX_84253,2005,11,21,1,16:35,19:24,229,ORD,PHX,1440,94846,655,674,658,41.59,-87.55,+6,+7,21-11-2005,2005-11-21 16:35:00,-60,2005-11-21 19:24:00,21-11-2005 19:24,21-11-2005,09:56,SCT017 BKN250,8SM,39.0,31.0,73.0,13.0,280,0.0,29.19,0.0,2005-11-21 09:56:00,21-11-2005,09:56,SCT017 BKN250,8SM,39.0,31.0,73.0,13.0,280,0.0,29.19,0.0,2005-11-21 09:56:00
ABQ_SLC_66472,2005,9,29,4,15:28,17:01,93,ABQ,SLC,493,23050,5305,5314,5308,35.02,-106.37,+7,+7,29-9-2005,2005-09-29 15:28:00,0,2005-09-29 17:01:00,29-09-2005 17:01,29-09-2005,09:56,SCT030 BKN047 BKN085,10SM,56.0,47.0,72.0,17.0,070,20.0,24.93,0.01,2005-09-29 09:56:00,29-09-2005,09:56,SCT030 BKN047 BKN085,10SM,56.0,47.0,72.0,17.0,070,20.0,24.93,0.01,2005-09-29 09:56:00
HNL_LAS_63080,2005,9,4,7,14:25,22:50,325,HNL,LAS,2762,22521,15,15,18,21.2,-157.56,+10,+8,4-9-2005,2005-09-04 14:25:00,120,2005-09-04 21:50:00,04-09-2005 22:50,04-09-2005,09:53,FEW033,10SM,84.0,70.0,62.0,13.0,050,0.0,30.0,0.0,2005-09-04 09:53:00,04-09-2005,09:53,FEW033,10SM,84.0,70.0,62.0,13.0,050,0.0,30.0,0.0,2005-09-04 09:53:00
ROC_DTW_96746,2005,9,30,5,06:15,07:29,74,ROC,DTW,296,14768,585,555,588,43.07,-77.41,+5,+5,30-9-2005,2005-09-30 06:15:00,0,2005-09-30 07:29:00,30-09-2005 07:29,30-09-2005,05:54,FEW040 SCT080 BKN250,10SM,42.0,39.0,89.0,4.0,220,0.0,29.54,0.0,2005-09-30 05:54:00,30-09-2005,06:54,FEW035 SCT090 BKN250,10SM,44.0,40.0,85.0,6.0,210,0.0,29.55,0.0,2005-09-30 06:54:00
SJU_MIA_70378,2005,9,23,5,17:55,20:35,160,SJU,MIA,1045,11641,7,8,10,18.26,-66.0,+4,+5,23-9-2005,2005-09-23 17:55:00,-60,2005-09-23 19:35:00,23-09-2005 20:35,23-09-2005,09:56,FEW032,10SM,89.0,74.0,61.0,0.0,000,0.0,29.9,0.0,2005-09-23 09:56:00,23-09-2005,09:56,FEW032,10SM,89.0,74.0,61.0,0.0,000,0.0,29.9,0.0,2005-09-23 09:56:00
MSP_LGA_95776,2005,9,29,4,13:09,16:47,158,MSP,LGA,1020,14922,871,838,874,44.53,-93.14,+6,+5,29-9-2005,2005-09-29 13:09:00,60,2005-09-29 16:47:00,29-09-2005 16:47,29-09-2005,09:53,BKN250,10SM,52.0,33.0,49.0,12.0,210,0.0,29.2,0.0,2005-09-29 09:53:00,29-09-2005,09:53,BKN250,10SM,52.0,33.0,49.0,12.0,210,0.0,29.2,0.0,2005-09-29 09:53:00
CMH_MDW_66528,2005,11,19,6,14:40,14:50,70,CMH,MDW,284,14821,846,816,849,39.59,-82.53,+5,+6,19-11-2005,2005-11-19 14:40:00,-60,2005-11-19 14:50:00,19-11-2005 14:50,19-11-2005,09:51,CLR,10SM,37.0,21.0,52.0,8.0,180,0.0,29.34,0.0,2005-11-19 09:51:00,19-11-2005,09:51,CLR,10SM,37.0,21.0,52.0,8.0,180,0.0,29.34,0.0,2005-11-19 09:51:00
GSO_TPA_72959,2005,3,16,3,09:05,10:50,105,GSO,TPA,580,13723,904,886,907,36.06,-79.56,+5,+5,16-3-2005,2005-03-16 09:05:00,0,2005-03-16 10:50:00,16-03-2005 10:50,16-03-2005,08:54,FEW013 BKN019 OVC030,5SM,39.0,39.0,100.0,10.0,050,0.0,29.13,0.04,2005-03-16 08:54:00,16-03-2005,09:54,BKN010 OVC017,3SM,39.0,39.0,100.0,13.0,040,0.0,29.12,0.05,2005-03-16 09:54:00
ATL_MCO_95685,2005,3,11,5,07:00,08:23,83,ATL,MCO,403,13874,971,1026,974,33.38,-84.26,+5,+5,11-3-2005,2005-03-11 07:00:00,0,2005-03-11 08:23:00,11-03-2005 08:23,11-03-2005,06:51,BKN120,10SM,44.0,33.0,65.0,10.0,220,0.0,28.77,0.0,2005-03-11 06:51:00,11-03-2005,07:51,BKN120 BKN160,10SM,45.0,33.0,63.0,7.0,230,0.0,28.75,0.0,2005-03-11 07:51:00
EWR_ORD_104118,2005,11,30,3,07:45,09:24,159,EWR,ORD,719,14734,25,30,28,40.43,-74.1,+5,+6,30-11-2005,2005-11-30 07:45:00,-60,2005-11-30 09:24:00,30-11-2005 09:24,30-11-2005,06:51,FEW025 OVC055,10SM,57.0,51.0,81.0,6.0,330,0.0,29.85,0.0,2005-11-30 06:51:00,30-11-2005,08:51,FEW025 SCT055 BKN095,10SM,57.0,46.0,67.0,7.0,010,0.0,29.87,0.0,2005-11-30 08:51:00
DAL_ELP_73934,2005,3,31,4,07:45,08:30,105,DAL,ELP,562,13960,509,488,512,32.51,-96.51,+6,+7,31-3-2005,2005-03-31 07:45:00,-60,2005-03-31 08:30:00,31-03-2005 08:30,31-03-2005,06:53,FEW130 SCT300,10SM,58.0,43.0,58.0,5.0,100,0.0,29.27,0.0,2005-03-31 06:53:00,31-03-2005,07:53,BKN130 OVC250,10SM,62.0,43.0,50.0,0.0,000,0.0,29.31,0.0,2005-03-31 07:53:00
DEN_SLC_78027,2005,9,21,3,08:45,10:10,85,DEN,SLC,391,3017,5379,5431,5382,39.5,-104.4,+7,+7,21-9-2005,2005-09-21 08:45:00,0,2005-09-21 10:10:00,21-09-2005 10:10,21-09-2005,07:53,FEW080 SCT130 BKN160 BKN200,10SM,72.0,31.0,22.0,15.0,220,0.0,24.73,0.0,2005-09-21 07:53:00,21-09-2005,09:53,FEW080 SCT160 BKN200,10SM,85.0,36.0,17.0,12.0,210,0.0,24.71,0.0,2005-09-21 09:53:00
